,paragraph,split_paragraph
730,"A representative example of the use of block scope is the C code shown here, where two variables are scoped to the loop: the loop variable n, which is initialized once and incremented on each iteration of the loop, and the auxiliary variable n_squared, which is initialized at each iteration. The purpose is to avoid adding variables to the function scope that are only relevant to a particular block—for example, this prevents errors where the generic loop variable i has accidentally already been set to another value. In this example the expression n * n would generally not be assigned to an auxiliary variable, and the body of the loop would simply be written ret += n * n but in more complicated examples auxiliary variables are useful.","['representative', 'example', 'use', 'block', 'scope', 'code', 'show', 'variable', 'scope', 'loop', 'loop', 'variable', 'initialize', 'incremente', 'iteration', 'loop', 'auxiliary', 'variable', 'n_square', 'initialize', 'iteration', 'purpose', 'avoid', 'add', 'variable', 'function', 'scope', 'relevant', 'particular', 'block', 'example', 'prevent', 'error', 'generic', 'loop', 'variable', 'accidentally', 'set', 'value', 'example', 'expression', 'generally', 'assign', 'auxiliary', 'variable', 'body', 'loop', 'simply', 'write', 'ret', 'complicated', 'example', 'auxiliary', 'variable', 'useful']"
731,"Blocks are primarily used for control flow, such as with if, while, and for loops, and in these cases block scope means the scope of variable depends on the structure of a function's flow of execution. However, languages with block scope typically also allow the use of ""naked"" blocks, whose sole purpose is to allow fine-grained control of variable scope. For example, an auxiliary variable may be defined in a block, then used say, added to a variable with function scope and discarded when the block ends, or a while loop might be enclosed in a block that initializes variables used inside the loop that should only be initialized once.","['block', 'primarily', 'control', 'flow', 'loop', 'case', 'block', 'scope', 'mean', 'scope', 'variable', 'depend', 'structure', 'function', 'flow', 'execution', 'language', 'block', 'scope', 'typically', 'allow', 'use', 'naked', 'block', 'sole', 'purpose', 'allow', 'fine', 'grain', 'control', 'variable', 'scope', 'example', 'auxiliary', 'variable', 'define', 'block', 'add', 'variable', 'function', 'scope', 'discard', 'block', 'end', 'loop', 'enclose', 'block', 'initialize', 'variable', 'inside', 'loop', 'initialize']"
732,"A subtlety of several programming languages, such as Algol 68 and C demonstrated in this example and standardized since C99, is that block-scope variables can be declared not only within the body of the block, but also within the control statement, if any. This is analogous to function parameters, which are declared in the function declaration before the block of the function body starts, and in scope for the whole function body. This is primarily used in for loops, which have an initialization statement separate from the loop condition, unlike while loops, and is a common idiom.","['subtlety', 'programming', 'language', 'algol', 'demonstrate', 'example', 'standardized', 'c99', 'block', 'scope', 'variable', 'declare', 'body', 'block', 'control', 'statement', 'analogous', 'function', 'parameter', 'declare', 'function', 'declaration', 'block', 'function', 'body', 'start', 'scope', 'function', 'body', 'primarily', 'loop', 'initialization', 'statement', 'separate', 'loop', 'condition', 'unlike', 'loop', 'common', 'idiom']"
733,"Block scope can be used for shadowing. In this example, inside the block the auxiliary variable could also have been called n, shadowing the parameter name, but this is considered poor style due to the potential for errors. Furthermore, some descendants of C, such as Java and C#, despite having support for block scope in that a local variable can be made to go out of context before the end of a function, do not allow one local variable to hide another. In such languages, the attempted declaration of the second n would result in a syntax error, and one of the n variables would have to be renamed.","['block', 'scope', 'shadow', 'example', 'inside', 'block', 'auxiliary', 'variable', 'call', 'shadow', 'parameter', 'consider', 'poor', 'style', 'potential', 'error', 'furthermore', 'descendant', 'java', 'despite', 'have', 'support', 'block', 'scope', 'local', 'variable', 'context', 'end', 'function', 'allow', 'local', 'variable', 'hide', 'language', 'attempt', 'declaration', 'second', 'result', 'syntax', 'error', 'variable', 'rename']"
734,"If a block is used to set the value of a variable, block scope requires that the variable be declared outside of the block. This complicates the use of conditional statements with single assignment. For example, in Python, which does not use block scope, one may initialize a variable as such:","['block', 'set', 'value', 'variable', 'block', 'scope', 'require', 'variable', 'declare', 'outside', 'block', 'complicate', 'use', 'conditional', 'statement', 'single', 'assignment', 'example', 'python', 'use', 'block', 'scope', 'initialize', 'variable']"
735,where a is accessible after the if statement.,"['accessible', 'statement']"
736,"In Perl, which has block scope, this instead requires declaring the variable prior to the block:","['perl', 'block', 'scope', 'instead', 'require', 'declare', 'variable', 'prior', 'block']"
737,"Often this is instead rewritten using multiple assignment, initializing the variable to a default value. In Python where it is not necessary this would be:","['instead', 'rewrite', 'multiple', 'assignment', 'initialize', 'variable', 'default', 'value', 'python', 'necessary']"
738,while in Perl this would be:,['perl']
739,"In case of a single variable assignment, an alternative is to use the ternary operator to avoid a block, but this is not in general possible for multiple variable assignments, and is difficult to read for complex logic.","['case', 'single', 'variable', 'assignment', 'alternative', 'use', 'ternary', 'operator', 'avoid', 'block', 'general', 'possible', 'multiple', 'variable', 'assignment', 'difficult', 'read', 'complex', 'logic']"
740,"This is a more significant issue in C, notably for string assignment, as string initialization can automatically allocate memory, while string assignment to an already initialized variable requires allocating memory, a string copy, and checking that these are successful.","['significant', 'issue', 'notably', 'string', 'assignment', 'string', 'initialization', 'automatically', 'allocate', 'memory', 'stre', 'assignment', 'initialize', 'variable', 'require', 'allocate', 'memory', 'string', 'copy', 'check', 'successful']"
741,"Some languages allow the concept of block scope to be applied, to varying extents, outside of a function. For example, in the Perl snippet at right, $counter is a variable name with block scope due to the use of the my keyword, while increment_counter is a function name with global scope. Each call to increment_counter will increase the value of $counter by one, and return the new value. Code outside of this block can call increment_counter, but cannot otherwise obtain or alter the value of $counter. This idiom allows one to define closures in Perl.","['language', 'allow', 'concept', 'block', 'scope', 'apply', 'vary', 'extent', 'outside', 'function', 'example', 'perl', 'snippet', 'right', 'counter', 'variable', 'block', 'scope', 'use', 'keyword', 'increment_counter', 'function', 'global', 'scope', 'increment_counter', 'increase', 'value', 'counter', 'return', 'new', 'value', 'code', 'outside', 'block', 'increment_counter', 'obtain', 'alter', 'value', 'counter', 'idiom', 'allow', 'define', 'closure', 'perl']"
742,"When the scope of variables declared within a function does not extend beyond that function, this is known as function scope.7 Function scope is available in most programming languages which offer a way to create a local variable in a function or subroutine: a variable whose scope ends that goes out of context when the function returns. In most cases the lifetime of the variable is the duration of the function call—it is an automatic variable, created when the function starts or the variable is declared, destroyed when the function returns—while the scope of the variable is within the function, though the meaning of ""within"" depends on whether scope is lexical or dynamic. However, some languages, such as C, also provide for static local variables, where the lifetime of the variable is the entire lifetime of the program, but the variable is only in context when inside the function. In the case of static local variables, the variable is created when the program initializes, and destroyed only when the program terminates, as with a static global variable, but is only in context within a function, like an automatic local variable.","['scope', 'variable', 'declare', 'function', 'extend', 'function', 'know', 'function', 'scope', 'function', 'scope', 'available', 'programming', 'language', 'offer', 'way', 'create', 'local', 'variable', 'function', 'subroutine', 'variable', 'scope', 'end', 'go', 'context', 'function', 'return', 'case', 'lifetime', 'variable', 'duration', 'function', 'automatic', 'variable', 'create', 'function', 'start', 'variable', 'declare', 'destroy', 'function', 'return', 'scope', 'variable', 'function', 'meaning', 'depend', 'scope', 'lexical', 'dynamic', 'language', 'provide', 'static', 'local', 'variable', 'lifetime', 'variable', 'entire', 'lifetime', 'program', 'variable', 'context', 'inside', 'function', 'case', 'static', 'local', 'variable', 'variable', 'create', 'program', 'initialize', 'destroy', 'program', 'terminate', 'static', 'global', 'variable', 'context', 'function', 'like', 'automatic', 'local', 'variable']"
